,OCC1950_NEW,NEW_IND50,YEAR,MIDWEST,NORTHEAST,SOUTH,WEST,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,educ_hs,FEMALE_COUNT,COUNT,FEM_RATIO,OCC_GENDER,LOG_MEDIAN_WAGE
32,Accountants and auditors,7,1980,0.224,0.296,0.30057142857142854,0.17942857142857144,0.053714285714285714,0.12114285714285715,0.072,0.38857142857142857,0.15657142857142858,0.208,397,875,0.45371428571428574,mixed,2.7595331650013617
33,Accountants and auditors,7,1990,0.20441729323308272,0.3233082706766917,0.2908834586466165,0.18139097744360902,0.18468045112781956,0.09210526315789473,,0.5028195488721805,0.10291353383458647,0.1174812030075188,1227,2128,0.5765977443609023,mixed,2.8015762591130335
34,Accountants and auditors,8,1950,0.2653061224489796,0.3877551020408163,0.19387755102040816,0.15306122448979592,0.09183673469387756,0.12244897959183673,0.061224489795918366,0.4387755102040816,0.12244897959183673,0.16326530612244897,12,98,0.12244897959183673,male,2.372543815610464
35,Accountants and auditors,8,1960,0.23565217391304347,0.35739130434782607,0.21478260869565216,0.19217391304347825,0.06782608695652174,0.12173913043478261,0.08,0.38782608695652177,0.13130434782608696,0.21130434782608695,192,1150,0.16695652173913045,male,2.6653101501297596
36,Accountants and auditors,8,1970,0.2593548387096774,0.26193548387096777,0.24903225806451612,0.2296774193548387,0.05032258064516129,0.13032258064516128,0.05935483870967742,0.42451612903225805,0.12,0.21548387096774194,207,775,0.2670967741935484,male,2.9023030397105556
37,Accountants and auditors,8,1980,0.22620126926563916,0.23481414324569355,0.3173164097914778,0.2216681776971895,0.0557570262919311,0.09156844968268359,0.0757026291931097,0.4755213055303717,0.185856754306437,0.11559383499546691,820,2206,0.371713508612874,mixed,2.7201304776425
38,Accountants and auditors,8,1990,0.21481481481481482,0.25359477124183005,0.30305010893246187,0.22854030501089326,0.1394335511982571,0.09411764705882353,,0.5555555555555556,0.13202614379084968,0.07886710239651416,2436,4590,0.530718954248366,mixed,2.7712201337851687
39,Accountants and auditors,9,1950,0.125,0.32142857142857145,0.3392857142857143,0.21428571428571427,0.08928571428571429,0.16071428571428573,0.08928571428571429,0.35714285714285715,0.05357142857142857,0.25,15,56,0.26785714285714285,male,2.6191765712149273
40,Accountants and auditors,9,1960,0.20143027413587605,0.26817640047675806,0.32419547079856975,0.2061978545887962,0.09177592371871275,0.15494636471990464,0.07866507747318235,0.2836710369487485,0.08462455303933254,0.3063170441001192,189,839,0.22526817640047675,male,2.8244851971161253
41,Accountants and auditors,9,1970,0.22413793103448276,0.1939655172413793,0.34051724137931033,0.2413793103448276,0.06896551724137931,0.1336206896551724,0.06896551724137931,0.31896551724137934,0.08189655172413793,0.3275862068965517,151,464,0.3254310344827586,male,3.075147890666143
42,Accountants and auditors,9,1980,0.22066198595787362,0.2156469408224674,0.3420260782347041,0.22166499498495487,0.06820461384152457,0.12637913741223672,0.06118355065195587,0.36810431293881646,0.15446339017051153,0.22166499498495487,405,997,0.4062186559679037,mixed,2.8589455882087957
43,Accountants and auditors,9,1990,0.19794721407624633,0.2060117302052786,0.3497067448680352,0.24633431085043989,0.2001466275659824,0.0967741935483871,,0.4706744868035191,0.10337243401759531,0.12903225806451613,715,1364,0.5241935483870968,mixed,2.820074891163263
44,Actors and actresses,6,1970,,0.5,0.5,,0.5,,,0.5,,,0,2,0.0,mixed,2.7736722788298502
45,Actors and actresses,7,1960,,,,1.0,,,1.0,,,,0,1,0.0,mixed,3.1741351845030445
46,Actors and actresses,8,1950,0.1,0.2,0.1,0.6,0.1,0.1,,0.1,0.1,0.6,4,10,0.4,mixed,3.0990262543021387
47,Actors and actresses,8,1960,0.08602150537634409,0.3655913978494624,0.10752688172043011,0.44086021505376344,0.0967741935483871,0.07526881720430108,0.07526881720430108,0.17204301075268819,0.3118279569892473,0.26881720430107525,29,93,0.3118279569892473,male,3.0682636687416838
