,OCC1950_NEW,NEW_IND50,YEAR,MIDWEST,NORTHEAST,SOUTH,WEST,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,educ_hs,FEMALE_COUNT,COUNT,FEM_RATIO,OCC_GENDER,LOG_MEDIAN_WAGE
412,Bakers,4,1980,0.25333333333333335,0.29333333333333333,0.2733333333333333,0.18,0.09333333333333334,0.08666666666666667,0.04666666666666667,0.02666666666666667,0.006666666666666667,0.74,34,150,0.22666666666666666,male,2.6031062653296
413,Bakers,4,1990,0.24,0.24,0.26857142857142857,0.25142857142857145,0.17714285714285713,0.05142857142857143,,0.08,0.022857142857142857,0.6685714285714286,50,175,0.2857142857142857,male,2.561765655313612
414,Bakers,5,1970,,1.0,,,,,,,,1.0,0,1,0.0,mixed,2.5855447031772654
415,Bakers,5,1980,,1.0,,,,,,,,1.0,0,1,0.0,mixed,3.008432532757222
416,Bakers,5,1990,0.5,,0.5,,,,,,,1.0,2,2,1.0,female,1.5094351327191449
417,Bakers,6,1950,0.25,0.4166666666666667,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,,,,0.75,2,12,0.16666666666666666,male,2.2245060889787847
418,Bakers,6,1960,0.3380281690140845,0.352112676056338,0.11267605633802817,0.19718309859154928,0.08450704225352113,0.09859154929577464,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.7605633802816901,23,71,0.323943661971831,male,2.323999887644368
419,Bakers,6,1970,0.30303030303030304,0.41414141414141414,0.12121212121212122,0.16161616161616163,0.06060606060606061,0.050505050505050504,0.030303030303030304,0.010101010101010102,,0.8484848484848485,39,99,0.3939393939393939,mixed,2.498210615414363
420,Bakers,6,1980,0.2631578947368421,0.2596491228070175,0.18947368421052632,0.28771929824561404,0.10175438596491228,0.10526315789473684,0.03859649122807018,0.028070175438596492,0.010526315789473684,0.7157894736842105,136,285,0.47719298245614034,mixed,2.408801492278964
421,Bakers,6,1990,0.2953451043338684,0.2391653290529695,0.2552166934189406,0.2102728731942215,0.24237560192616373,0.05778491171749599,,0.04012841091492777,0.011235955056179775,0.6484751203852327,350,623,0.5617977528089888,mixed,2.2152430828388976
422,Bakers,7,1980,,,0.5,0.5,0.5,,,,,0.5,0,2,0.0,mixed,3.1592377607079145
423,Bakers,7,1990,0.2,0.4,,0.4,,0.4,,0.6,,,2,5,0.4,mixed,2.578432707798824
424,Bakers,8,1950,0.5,0.5,,,,,,,,1.0,0,2,0.0,mixed,2.1744390642918416
425,Bakers,8,1960,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.42857142857142855,0.047619047619047616,0.09523809523809523,0.047619047619047616,,,0.8095238095238095,11,21,0.5238095238095238,mixed,2.23935943516437
426,Bakers,8,1970,0.3103448275862069,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.06896551724137931,0.034482758620689655,0.034482758620689655,,,0.8620689655172413,22,29,0.7586206896551724,female,2.382697728292519
427,Bakers,8,1980,0.2926829268292683,0.2926829268292683,0.14634146341463414,0.2682926829268293,0.04878048780487805,0.0975609756097561,0.024390243902439025,,,0.8292682926829268,31,41,0.7560975609756098,female,2.164830509525215
428,Bakers,8,1990,0.3125,0.14583333333333334,0.3541666666666667,0.1875,0.20833333333333334,0.10416666666666667,,0.0625,0.020833333333333332,0.6041666666666666,31,48,0.6458333333333334,mixed,2.3339976362444688
429,Bakers,9,1950,,1.0,,,,,,1.0,,,0,1,0.0,mixed,3.0330186132419383
430,Bakers,9,1980,,,1.0,,,,,,,1.0,1,1,1.0,female,1.7423528522761051
431,Bakers,9,1990,,,1.0,,1.0,,,,,,1,1,1.0,female,2.91168812278111
432,Bank tellers,7,1950,0.25,0.3,0.2125,0.2375,0.15,0.1,0.0625,0.05,0.0375,0.6,35,80,0.4375,mixed,2.129048365755824
433,Bank tellers,7,1960,0.2699346405228758,0.3032679738562091,0.2235294117647059,0.20326797385620915,0.10522875816993464,0.09281045751633987,0.020261437908496733,0.034640522875816995,0.006535947712418301,0.7405228758169935,1061,1530,0.6934640522875817,female,2.304271693287003
434,Bank tellers,7,1970,0.2739463601532567,0.28448275862068967,0.24616858237547892,0.19540229885057472,0.11398467432950192,0.09291187739463602,0.027777777777777776,0.033524904214559385,0.005747126436781609,0.7260536398467433,896,1044,0.8582375478927203,female,2.3930659786297026
435,Bank tellers,7,1980,0.272450110864745,0.23253880266075388,0.29046563192904656,0.20454545454545456,0.13470066518847007,0.11058758314855875,0.033813747228381374,0.0598669623059867,0.011917960088691795,0.6491130820399114,3281,3608,0.9093680709534369,female,2.1978493821050615
436,Bank tellers,7,1990,0.26541056059548734,0.21516631774831357,0.32937892533147245,0.1900441963247267,0.36613165852523843,0.0653640381484066,,0.06955105838567109,0.010002326122354036,0.48895091881832986,3925,4299,0.9130030239590603,female,2.1476497917063697
437,"Barbers, beauticians, and manicurists",1,1980,,,0.6666666666666666,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,2,3,0.6666666666666666,mixed,2.5161327506348083
438,"Barbers, beauticians, and manicurists",2,1990,,1.0,,,,1.0,,,,,1,1,1.0,female,2.450599336288939
439,"Barbers, beauticians, and manicurists",3,1960,0.5,,,0.5,0.5,,,,,0.5,0,2,0.0,mixed,2.710441031696443
440,"Barbers, beauticians, and manicurists",3,1970,,1.0,,,,,,,,1.0,1,1,1.0,female,2.094704371791532
441,"Barbers, beauticians, and manicurists",3,1980,,0.5,0.5,,,,,,,1.0,0,2,0.0,mixed,2.814949014300195
442,"Barbers, beauticians, and manicurists",3,1990,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,,,,,0.6666666666666666,2,3,0.6666666666666666,mixed,2.68379322345665
443,"Barbers, beauticians, and manicurists",4,1950,,,1.0,,,,,,,1.0,1,1,1.0,female,2.532243325329449
444,"Barbers, beauticians, and manicurists",4,1960,,,,1.0,,,,,,1.0,1,1,1.0,female,1.298095782358835
445,"Barbers, beauticians, and manicurists",4,1970,,1.0,,,,,0.5,,,0.5,1,2,0.5,mixed,2.917797052501453
446,"Barbers, beauticians, and manicurists",4,1980,,0.25,0.5,0.25,0.25,,,,,0.75,2,4,0.5,mixed,2.2285391842612894
447,"Barbers, beauticians, and manicurists",4,1990,0.2,0.2,0.4,0.2,0.4,,,,,0.6,4,5,0.8,female,2.3046333201322327
448,"Barbers, beauticians, and manicurists",5,1960,,0.3333333333333333,0.6666666666666666,,,,,,,1.0,2,3,0.6666666666666666,mixed,2.1966048319568117
449,"Barbers, beauticians, and manicurists",5,1970,,,1.0,,,,,,,1.0,0,1,0.0,mixed,2.637546209456481
450,"Barbers, beauticians, and manicurists",5,1980,,,0.5,0.5,,0.5,,,,0.5,1,2,0.5,mixed,0.7294967155006192
451,"Barbers, beauticians, and manicurists",5,1990,,,1.0,,,,,,,1.0,1,1,1.0,female,2.8913925874348734
452,"Barbers, beauticians, and manicurists",6,1950,,,0.3333333333333333,0.6666666666666666,,,,,,1.0,2,3,0.6666666666666666,mixed,1.7382707842770688
453,"Barbers, beauticians, and manicurists",6,1960,0.2413793103448276,0.3275862068965517,0.1724137931034483,0.25862068965517243,0.05172413793103448,0.017241379310344827,0.017241379310344827,,,0.9137931034482759,41,58,0.7068965517241379,female,2.2376642371634716
454,"Barbers, beauticians, and manicurists",6,1970,0.32142857142857145,0.2857142857142857,0.10714285714285714,0.2857142857142857,0.03571428571428571,0.21428571428571427,,,0.03571428571428571,0.7142857142857143,22,28,0.7857142857142857,female,2.4661606215282363
455,"Barbers, beauticians, and manicurists",6,1980,0.3488372093023256,0.16279069767441862,0.2558139534883721,0.23255813953488372,0.13953488372093023,0.09302325581395349,0.046511627906976744,0.11627906976744186,,0.6046511627906976,40,43,0.9302325581395349,female,2.3316122842534663
456,"Barbers, beauticians, and manicurists",6,1990,0.27983539094650206,0.18106995884773663,0.2839506172839506,0.2551440329218107,0.2839506172839506,0.13991769547325103,,0.03292181069958848,0.02880658436213992,0.51440329218107,216,243,0.8888888888888888,female,2.128231705849268
457,"Barbers, beauticians, and manicurists",7,1950,,1.0,,,,,,,,1.0,1,1,1.0,female,1.6824854391013833
458,"Barbers, beauticians, and manicurists",7,1960,,,,1.0,,,,,,1.0,0,1,0.0,mixed,2.360293124285166
459,"Barbers, beauticians, and manicurists",7,1980,,,,1.0,,,0.5,,,0.5,2,2,1.0,female,1.772059026411371
460,"Barbers, beauticians, and manicurists",8,1950,0.3783783783783784,0.23423423423423423,0.26126126126126126,0.12612612612612611,0.07207207207207207,0.018018018018018018,0.018018018018018018,,0.036036036036036036,0.8558558558558559,72,111,0.6486486486486487,mixed,1.8441903992912467
461,"Barbers, beauticians, and manicurists",8,1960,0.2850031113876789,0.2265090230242688,0.2912258867454885,0.19726197884256377,0.08525202240199128,0.037958929682638455,0.009334163036714374,0.013690105787181083,0.0012445550715619166,0.8525202240199129,1109,1607,0.6901057871810827,female,2.1270507953842004
462,"Barbers, beauticians, and manicurists",8,1970,0.30502885408079145,0.19455894476504534,0.3033800494641385,0.19703215169002472,0.08573784006595218,0.03792250618301731,0.004122011541632316,0.005770816158285243,0.0016488046166529267,0.86479802143446,962,1213,0.7930750206100577,female,2.2485000367154315
463,"Barbers, beauticians, and manicurists",8,1980,0.27535641547861506,0.20325865580448066,0.3026476578411405,0.21873727087576375,0.15030549898167006,0.07413441955193482,0.014256619144602852,0.018329938900203666,0.004887983706720978,0.7380855397148676,1994,2455,0.8122199592668025,female,2.1996206942528613
464,"Barbers, beauticians, and manicurists",8,1990,0.25962006819288846,0.19995129079396007,0.3324403312226011,0.2079883097905504,0.2294203604481247,0.17145640526059425,,0.02167559668777399,0.027520701412566975,0.5499269361909401,3553,4106,0.8653190452995616,female,2.1068277971861145
465,"Barbers, beauticians, and manicurists",9,1960,,0.5,0.25,0.25,,,,,,1.0,0,4,0.0,mixed,2.460752454394636
466,"Barbers, beauticians, and manicurists",9,1970,0.5,0.5,,,,,,,,1.0,1,2,0.5,mixed,2.5535867458608847
467,"Barbers, beauticians, and manicurists",9,1980,0.5,,,0.5,0.5,,,,,0.5,1,2,0.5,mixed,1.9925258600535338
468,"Barbers, beauticians, and manicurists",9,1990,0.6,0.2,0.2,,0.2,,,,,0.8,4,5,0.8,female,2.290750635347043
469,Bartenders,1,1990,,,1.0,,1.0,,,,,,1,1,1.0,female,1.767502491582495
470,Bartenders,2,1980,1.0,,,,,,,,,1.0,2,2,1.0,female,2.6248599918662867
471,Bartenders,2,1990,,,,1.0,,,,1.0,,,0,1,0.0,mixed,2.7620924492838914
472,Bartenders,3,1950,,,,1.0,,,,1.0,,,0,1,0.0,mixed,3.322543723870487
473,Bartenders,3,1990,1.0,,,,1.0,,,,,,0,1,0.0,mixed,2.367123614131617
474,Bartenders,4,1960,,0.5,0.5,,,,,,,1.0,0,2,0.0,mixed,2.576160554243037
475,Bartenders,4,1990,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,,,,,0.3333333333333333,2,3,0.6666666666666666,mixed,1.3744599034728877
476,Bartenders,5,1960,1.0,,,,,,,,,1.0,0,1,0.0,mixed,2.696765360906379
477,Bartenders,5,1970,0.5,,,0.5,,0.5,,,,0.5,0,2,0.0,mixed,2.4929214152308763
478,Bartenders,5,1980,,,1.0,,,,,,,1.0,0,2,0.0,mixed,1.3025302342109233
479,Bartenders,5,1990,0.6666666666666666,,0.3333333333333333,,,,,,,1.0,0,3,0.0,mixed,2.067607084032833
480,Bartenders,6,1950,0.3793103448275862,0.27586206896551724,0.1206896551724138,0.22413793103448276,0.08620689655172414,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.7931034482758621,1,58,0.017241379310344827,male,2.1905947908094046
481,Bartenders,6,1960,0.36281179138321995,0.2925170068027211,0.08163265306122448,0.26303854875283444,0.08390022675736962,0.08163265306122448,0.05442176870748299,0.034013605442176874,0.013605442176870748,0.7324263038548753,35,441,0.07936507936507936,male,2.286083262070732
482,Bartenders,6,1970,0.3035019455252918,0.25680933852140075,0.14396887159533073,0.29571984435797666,0.08560311284046693,0.08949416342412451,0.06614785992217899,0.058365758754863814,0.023346303501945526,0.6770428015564203,42,257,0.16342412451361868,male,2.5098195509573
483,Bartenders,6,1980,0.31838170624450307,0.23658751099384345,0.1961301671064204,0.24890061565523308,0.1310466138962181,0.13544415127528583,0.08443271767810026,0.07651715039577836,0.03430079155672823,0.5382585751978892,485,1137,0.42656112576956906,mixed,2.2925837371322273
484,Bartenders,6,1990,0.2957992998833139,0.22870478413068845,0.22112018669778297,0.2543757292882147,0.34305717619603265,0.06884480746791131,,0.09976662777129522,0.009334889148191364,0.4789964994165694,836,1714,0.48774795799299886,mixed,2.1223117633382778
485,Bartenders,7,1980,,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,,,,0.3333333333333333,1,3,0.3333333333333333,mixed,2.508212491943951
486,Bartenders,7,1990,0.6666666666666666,,,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0,3,0.0,mixed,2.4796682931264113
487,Bartenders,8,1950,0.4,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,,0.06666666666666667,0.06666666666666667,0.6666666666666666,0,15,0.0,mixed,2.014660919100579
488,Bartenders,8,1960,0.2713178294573643,0.24806201550387597,0.17054263565891473,0.31007751937984496,0.10077519379844961,0.06976744186046512,0.03875968992248062,0.023255813953488372,0.007751937984496124,0.7596899224806202,9,129,0.06976744186046512,male,2.3128265870462426
489,Bartenders,8,1970,0.2625,0.275,0.175,0.2875,0.1125,0.0875,0.025,0.05,,0.725,11,80,0.1375,male,2.4950828689219113
490,Bartenders,8,1980,0.2765957446808511,0.2624113475177305,0.21631205673758866,0.24468085106382978,0.1099290780141844,0.13829787234042554,0.07092198581560284,0.05673758865248227,0.02127659574468085,0.6028368794326241,120,282,0.425531914893617,mixed,2.29154978241514
491,Bartenders,8,1990,0.2018140589569161,0.21315192743764172,0.272108843537415,0.3129251700680272,0.31065759637188206,0.07709750566893424,,0.05895691609977324,0.02040816326530612,0.5328798185941043,212,441,0.48072562358276644,mixed,2.2133628364961266
492,Bartenders,9,1950,,0.5,0.5,,0.5,,,,0.5,,1,2,0.5,mixed,2.5272162210205957
493,Bartenders,9,1980,,0.25,0.375,0.375,,0.125,0.125,0.25,,0.5,3,8,0.375,mixed,2.2011447754014455
494,Bartenders,9,1990,,1.0,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,1,3,0.3333333333333333,mixed,1.8212066705543561
495,Biological sciences,8,1950,,,0.8,0.2,,0.2,,0.2,0.6,,2,5,0.4,mixed,2.4479829817117094
496,Biological sciences,8,1960,0.33636363636363636,0.23636363636363636,0.24545454545454545,0.18181818181818182,0.00909090909090909,0.02727272727272727,0.02727272727272727,0.08181818181818182,0.8454545454545455,0.00909090909090909,15,110,0.13636363636363635,male,2.97550218131049
497,Biological sciences,8,1970,0.2903225806451613,0.23655913978494625,0.25806451612903225,0.21505376344086022,,0.010752688172043012,0.021505376344086023,0.043010752688172046,0.9139784946236559,0.010752688172043012,20,93,0.21505376344086022,male,3.367003405603507
498,Biological sciences,8,1980,0.28169014084507044,0.18309859154929578,0.323943661971831,0.2112676056338028,,0.014084507042253521,0.014084507042253521,0.04225352112676056,0.9295774647887324,,13,71,0.18309859154929578,male,3.008432532757222
499,Biological sciences,8,1990,0.1875,0.2916666666666667,0.25,0.2708333333333333,0.041666666666666664,0.020833333333333332,,0.125,0.8125,,12,48,0.25,male,3.2129989984527048
500,Biological scientists,1,1960,,,0.2,0.8,0.2,,,,0.8,,0,5,0.0,mixed,2.642330154351362
501,Biological scientists,1,1970,,0.4,0.6,,,,,0.6,0.4,,0,5,0.0,mixed,2.787344066930791
502,Biological scientists,1,1980,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.5,,,,0.5,0.5,,0,12,0.0,mixed,3.0497359270446127
503,Biological scientists,1,1990,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.631578947368421,0.05263157894736842,,,0.5263157894736842,0.42105263157894735,,6,38,0.15789473684210525,male,2.851224360251246
504,Biological scientists,2,1960,,1.0,,,,,,1.0,,,0,1,0.0,mixed,3.1119590880328563
505,Biological scientists,2,1970,,,1.0,,,,,1.0,,,0,1,0.0,mixed,2.648432017101732
506,Biological scientists,2,1980,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,,,0.14285714285714285,0.7142857142857143,,1,7,0.14285714285714285,male,2.9226574213941334
507,Biological scientists,2,1990,0.4,0.2,0.2,0.2,,,,0.4,0.6,,2,5,0.4,mixed,3.1813268993812067
508,Biological scientists,3,1960,,1.0,,,,,,1.0,,,2,2,1.0,female,2.7648308784874933
509,Biological scientists,3,1970,0.5,0.5,,,,,,,0.5,0.5,1,2,0.5,mixed,2.822576246487413
510,Biological scientists,3,1980,0.2,0.3333333333333333,0.26666666666666666,0.2,,0.13333333333333333,0.2,0.26666666666666666,0.2,0.2,6,15,0.4,mixed,2.8120723215085563
511,Biological scientists,3,1990,0.21428571428571427,0.21428571428571427,,0.5714285714285714,0.14285714285714285,,,0.42857142857142855,0.35714285714285715,0.07142857142857142,9,14,0.6428571428571429,mixed,2.8547506547118267
512,Biological scientists,4,1950,0.5,0.5,,,,,,0.75,0.25,,2,4,0.5,mixed,2.226040617037494
513,Biological scientists,4,1960,0.5172413793103449,0.27586206896551724,0.20689655172413793,,0.06896551724137931,,,0.2413793103448276,0.5862068965517241,0.10344827586206896,5,29,0.1724137931034483,male,2.9623826935807296
514,Biological scientists,4,1970,0.2916666666666667,0.5,0.08333333333333333,0.125,,,,0.4583333333333333,0.4583333333333333,0.08333333333333333,9,24,0.375,mixed,3.267852252649365
515,Biological scientists,4,1980,0.2222222222222222,0.4444444444444444,0.17777777777777778,0.15555555555555556,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.26666666666666666,0.4888888888888889,0.08888888888888889,18,45,0.4,mixed,3.0559338052194707
516,Biological scientists,4,1990,0.30434782608695654,0.4057971014492754,0.08695652173913043,0.2028985507246377,0.014492753623188406,0.014492753623188406,,0.42028985507246375,0.5507246376811594,,27,69,0.391304347826087,mixed,3.1936183468890573
517,Biological scientists,5,1970,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.3333333333333333,,0,3,0.0,mixed,2.896132226850708
518,Biological scientists,5,1980,0.2,0.6,0.2,,,,0.2,0.4,0.4,,0,5,0.0,mixed,3.3143375083467794
519,Biological scientists,5,1990,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.1111111111111111,,,0.5555555555555556,0.3333333333333333,,4,9,0.4444444444444444,mixed,2.8300113654323438
520,Biological scientists,6,1960,0.25,0.5,0.25,,,,,0.25,0.75,,0,4,0.0,mixed,3.335102614690566
521,Biological scientists,6,1970,0.5,,,0.5,,,,,0.5,0.5,0,2,0.0,mixed,3.434859918748422
522,Biological scientists,6,1980,,1.0,,,,,,0.5,0.5,,1,2,0.5,mixed,2.8061617449130525
523,Biological scientists,6,1990,0.375,0.125,0.25,0.25,0.125,,,0.125,0.75,,3,8,0.375,mixed,2.9365233805564426
524,Biological scientists,7,1980,,1.0,,,,,,,1.0,,0,1,0.0,mixed,3.6270448906931394
525,Biological scientists,7,1990,,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,3,3,1.0,female,2.68379322345665
526,Biological scientists,8,1950,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,,,0.1111111111111111,0.5555555555555556,0.3333333333333333,,4,9,0.4444444444444444,mixed,2.2075199811973194
527,Biological scientists,8,1960,0.25,0.3125,0.2125,0.225,0.025,0.0375,0.075,0.25,0.525,0.0875,31,80,0.3875,mixed,2.6424550138850362
528,Biological scientists,8,1970,0.2537313432835821,0.22388059701492538,0.34328358208955223,0.1791044776119403,0.014925373134328358,0.08955223880597014,0.04477611940298507,0.34328358208955223,0.4626865671641791,0.04477611940298507,23,67,0.34328358208955223,mixed,2.884944686816464
529,Biological scientists,8,1980,0.25,0.21014492753623187,0.2826086956521739,0.2572463768115942,0.010869565217391304,0.021739130434782608,0.06159420289855073,0.17391304347826086,0.7101449275362319,0.021739130434782608,112,276,0.4057971014492754,mixed,2.8906842090782097
530,Biological scientists,8,1990,0.1744186046511628,0.2616279069767442,0.26356589147286824,0.3003875968992248,0.040697674418604654,0.023255813953488372,,0.3856589147286822,0.5348837209302325,0.015503875968992248,249,516,0.48255813953488375,mixed,2.837943903283908
531,Biological scientists,9,1950,0.5,,,0.5,,,,0.5,0.5,,0,2,0.0,mixed,2.792322312658068
532,Biological scientists,9,1960,0.12,0.1,0.42,0.36,,,,0.58,0.4,0.02,4,50,0.08,male,2.7561885057372573
533,Biological scientists,9,1970,0.43478260869565216,0.13043478260869565,0.34782608695652173,0.08695652173913043,,0.043478260869565216,,0.2608695652173913,0.6521739130434783,0.043478260869565216,6,23,0.2608695652173913,male,3.246662641164934
534,Biological scientists,9,1980,0.15315315315315314,0.17117117117117117,0.38738738738738737,0.2882882882882883,0.009009009009009009,0.04504504504504504,0.04504504504504504,0.2882882882882883,0.5675675675675675,0.04504504504504504,23,111,0.2072072072072072,male,3.0624851380975953
535,Biological scientists,9,1990,0.20833333333333334,0.15,0.35,0.2916666666666667,0.025,0.008333333333333333,,0.45,0.5,0.016666666666666666,39,120,0.325,male,3.0324674729063634
536,Blacksmiths,2,1950,,,1.0,,,,,,,1.0,0,1,0.0,mixed,1.8441903992912467
537,Blacksmiths,2,1960,0.25,0.125,0.5625,0.0625,0.0625,,,,,0.9375,0,16,0.0,mixed,2.5571662149891177
538,Blacksmiths,3,1950,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,0.6666666666666666,0,3,0.0,mixed,2.521596407023345
539,Blacksmiths,3,1960,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.18181818181818182,,0.09090909090909091,,,0.7272727272727273,1,11,0.09090909090909091,male,2.8244851971161253
540,Blacksmiths,3,1970,0.4,0.2,0.4,,,0.2,,,,0.8,1,5,0.2,male,2.2302346887381383
541,Blacksmiths,4,1960,0.5,,0.5,,,,,,,1.0,0,2,0.0,mixed,2.664721642153131
542,Blacksmiths,5,1960,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,,,,,,1.0,0,7,0.0,mixed,2.6901208181877103
543,Blacksmiths,5,1970,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,1.0,0,3,0.0,mixed,2.873149132863372
544,Blacksmiths,6,1970,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,0.3333333333333333,0.6666666666666666,0,3,0.0,mixed,3.070813598876597
545,Blacksmiths,8,1950,,,1.0,,,,,,,1.0,0,1,0.0,mixed,0.6004377824556778
546,Blacksmiths,8,1960,0.4,,0.4,0.2,0.2,,,0.2,,0.6,0,5,0.0,mixed,2.2408530874211534
547,Blacksmiths,8,1970,0.1,0.1,0.5,0.3,,0.1,,0.1,,0.8,2,10,0.2,male,2.407982030372965
548,Blacksmiths,9,1960,,1.0,,,,,,,,1.0,0,1,0.0,mixed,2.727508350259331
549,Blacksmiths,9,1970,,,,1.0,,0.5,,,,0.5,0,2,0.0,mixed,3.8181048955080668
550,Boarding and lodging house keepers,8,1950,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,1.0,3,3,1.0,female,2.499907944686513
551,Boarding and lodging house keepers,8,1960,0.2777777777777778,0.16666666666666666,0.08333333333333333,0.4722222222222222,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.75,30,36,0.8333333333333334,female,1.538003621979802
552,Boarding and lodging house keepers,8,1970,0.4,0.1,0.2,0.3,,,,0.2,0.3,0.5,4,10,0.4,mixed,2.3947572005612767
553,Bookkeepers,1,1950,,0.25,0.75,,0.25,,,,,0.75,3,4,0.75,female,1.8980897972114712
554,Bookkeepers,1,1960,0.2839506172839506,0.12345679012345678,0.37037037037037035,0.2222222222222222,0.09876543209876543,0.09876543209876543,0.012345679012345678,0.07407407407407407,0.012345679012345678,0.7037037037037037,61,81,0.7530864197530864,female,2.2827491318089645
555,Bookkeepers,1,1970,0.2777777777777778,0.12962962962962962,0.35185185185185186,0.24074074074074073,0.12962962962962962,0.037037037037037035,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.7037037037037037,46,54,0.8518518518518519,female,2.4193654474844
556,Bookkeepers,1,1980,0.27007299270072993,0.11678832116788321,0.3357664233576642,0.2773722627737226,0.11678832116788321,0.145985401459854,0.0364963503649635,0.12408759124087591,0.043795620437956206,0.5328467153284672,119,137,0.8686131386861314,female,2.406757886836907
557,Bookkeepers,1,1990,0.23580786026200873,0.13537117903930132,0.3799126637554585,0.24890829694323144,0.2838427947598253,0.09170305676855896,,0.07423580786026202,0.034934497816593885,0.5152838427947598,212,229,0.925764192139738,female,2.290750635347043
558,Bookkeepers,2,1950,0.24324324324324326,0.24324324324324326,0.32432432432432434,0.1891891891891892,0.2702702702702703,0.10810810810810811,,0.05405405405405406,,0.5675675675675675,24,37,0.6486486486486487,mixed,1.9984281833387598
559,Bookkeepers,2,1960,0.24018475750577367,0.20323325635103925,0.325635103926097,0.23094688221709006,0.13856812933025403,0.10392609699769054,0.023094688221709007,0.06928406466512702,0.006928406466512702,0.6581986143187067,327,433,0.7551963048498845,female,2.4033041720123585
560,Bookkeepers,2,1970,0.2684563758389262,0.21476510067114093,0.348993288590604,0.16778523489932887,0.09731543624161074,0.1174496644295302,0.03691275167785235,0.030201342281879196,0.003355704697986577,0.714765100671141,236,298,0.7919463087248322,female,2.5975917672914814
561,Bookkeepers,2,1980,0.2351233671988389,0.14804063860667635,0.3875181422351234,0.22931785195936139,0.13062409288824384,0.13062409288824384,0.03193033381712627,0.06676342525399129,0.020319303338171262,0.6197387518142236,632,689,0.9172714078374455,female,2.4307544905150933
562,Bookkeepers,2,1990,0.1997780244173141,0.2253052164261931,0.33851276359600446,0.23640399556048836,0.36736958934517205,0.0932297447280799,,0.08546059933407325,0.013318534961154272,0.4406215316315205,828,901,0.9189789123196448,female,2.471822972740566
563,Bookkeepers,3,1950,0.3114754098360656,0.39344262295081966,0.11475409836065574,0.18032786885245902,0.11475409836065574,0.03278688524590164,0.01639344262295082,0.01639344262295082,,0.819672131147541,46,61,0.7540983606557377,female,2.129048365755824
564,Bookkeepers,3,1960,0.32660332541567694,0.30997624703087884,0.18527315914489312,0.17814726840855108,0.11401425178147269,0.0855106888361045,0.02494061757719715,0.04513064133016627,0.004750593824228029,0.7256532066508313,622,842,0.7387173396674585,female,2.4489438183309344
565,Bookkeepers,3,1970,0.3458646616541353,0.29699248120300753,0.16917293233082706,0.18796992481203006,0.10902255639097744,0.10150375939849623,0.03195488721804511,0.05263157894736842,0.015037593984962405,0.6898496240601504,388,532,0.7293233082706767,female,2.649364664061251
566,Bookkeepers,3,1980,0.31772908366533864,0.2589641434262948,0.20318725099601595,0.2201195219123506,0.15438247011952191,0.10557768924302789,0.03187250996015936,0.07071713147410359,0.01693227091633466,0.6205179282868526,860,1004,0.8565737051792829,female,2.4977920256152326
567,Bookkeepers,3,1990,0.28378378378378377,0.23513513513513515,0.25495495495495496,0.22612612612612612,0.4027027027027027,0.07927927927927927,,0.07837837837837838,0.005405405405405406,0.43423423423423424,1011,1110,0.9108108108108108,female,2.465098984851508
568,Bookkeepers,4,1950,0.2897196261682243,0.40186915887850466,0.18691588785046728,0.12149532710280374,0.102803738317757,0.08411214953271028,0.018691588785046728,0.04672897196261682,0.04672897196261682,0.7009345794392523,88,107,0.822429906542056,female,1.9999236083299308
